applicant_id,age,income,employment_length_years,credit_score,dti,utilization,num_delinquencies_12m,recent_bankruptcy,loan_amount,term_months,interest_rate,channel,product_type,default_12m
6275,52,76142.48,6,660.0,0.342,0.829,1,0,10285.56,60,15.49,Online,Personal Loan,0
6276,53,36701.86,10,681.0,0.213,0.35,0,0,7074.33,60,5.0,Online,Personal Loan,0
6277,65,71660.71,15,642.0,0.309,0.233,0,0,10320.75,60,6.17,Online,Debt Consolidation,0
6278,56,108493.28,3,739.0,0.23,0.392,0,1,8532.85,36,8.86,Online,Debt Consolidation,1
6279,40,20000.0,3,767.0,0.142,0.336,0,0,24384.36,60,5.0,Branch,Personal Loan,0
6280,38,72468.38,17,603.0,0.363,0.279,0,0,14106.56,36,11.39,Online,Personal Loan,1
6281,58,59308.7,17,648.0,0.404,0.457,0,0,10615.6,36,9.27,Online,Personal Loan,0
6282,23,46283.22,6,773.0,0.452,0.703,0,0,18352.62,60,5.0,Branch,Personal Loan,0
6283,43,85667.72,10,703.0,0.266,0.186,0,0,14096.06,36,5.0,Partner,Personal Loan,0
6284,52,30244.13,4,688.0,0.325,0.528,0,0,14997.13,60,5.03,Branch,Personal Loan,0
6285,65,57995.83,20,704.0,0.361,0.648,0,0,16211.89,60,5.26,Partner,Personal Loan,0
6286,36,85022.55,17,726.0,0.443,0.54,0,0,10806.93,36,5.0,Partner,Personal Loan,0
6287,25,82736.07,6,707.0,0.11,0.657,0,0,20203.45,36,5.0,Online,Debt Consolidation,0
6288,24,76929.18,1,695.0,0.144,0.557,0,0,15191.19,36,5.0,Branch,Debt Consolidation,0
6289,41,68455.56,4,681.0,0.487,0.311,0,0,10709.55,60,6.27,Online,Auto Refi,0
6290,60,62520.08,4,774.0,0.118,0.809,0,0,19616.11,36,5.0,Online,Auto Refi,0
6291,34,55595.98,18,661.0,0.43,0.554,0,0,17699.42,36,9.38,Online,Debt Consolidation,0
6292,59,45573.63,1,680.0,0.48,0.907,0,1,15425.59,36,25.0,Branch,Auto Refi,1
6293,51,81265.19,18,789.0,0.416,0.078,0,0,2561.98,36,5.0,Branch,Debt Consolidation,0
6294,34,69219.23,4,703.0,0.2,0.928,0,0,19449.27,36,5.23,Branch,Personal Loan,0
6295,26,81858.52,11,675.0,0.213,0.623,0,0,10004.65,60,5.18,Branch,Debt Consolidation,0
6296,32,49374.35,12,724.0,0.313,0.544,1,0,15621.59,36,5.44,Online,Auto Refi,1
6297,36,48938.54,21,696.0,0.53,0.266,1,0,15358.93,36,9.04,Online,Personal Loan,0
6298,37,74932.39,19,628.0,0.529,0.598,0,0,14488.26,60,15.62,Online,Debt Consolidation,1
6299,65,20000.0,6,697.0,0.356,0.69,0,0,12516.62,36,6.06,Branch,Personal Loan,0
6300,43,20000.0,1,623.0,0.129,0.099,0,0,17777.32,60,5.0,Online,Auto Refi,0
6301,34,85262.94,21,808.0,0.339,0.564,0,0,13558.53,36,5.0,Online,Personal Loan,0
6302,27,50856.24,13,697.0,0.295,0.321,0,0,10460.72,36,5.0,Online,Debt Consolidation,0
6303,66,68860.76,24,614.0,0.323,0.566,1,0,18567.25,36,17.36,Online,Debt Consolidation,1
6304,52,72592.97,4,653.0,0.121,0.244,0,0,16834.16,60,5.0,Partner,Debt Consolidation,0
6305,35,85702.62,19,733.0,0.349,0.704,0,0,14191.14,60,5.0,Online,Debt Consolidation,0
6306,64,56200.69,24,604.0,0.14,0.434,0,0,2000.0,36,8.63,Branch,Personal Loan,0
6307,37,57293.86,21,830.0,0.05,0.6,1,0,11442.92,36,5.0,Branch,Debt Consolidation,1
6308,61,52691.91,11,578.0,0.347,0.643,0,0,11173.12,36,18.17,Partner,Auto Refi,1
6309,67,77422.03,3,745.0,0.55,0.51,1,0,13573.79,36,7.07,Online,Auto Refi,0
6310,64,78309.89,16,646.0,0.22,0.276,0,0,4667.42,36,5.0,Online,Personal Loan,0
6311,54,90564.74,15,623.0,0.263,0.577,0,0,11394.85,60,10.38,Online,Personal Loan,1
6312,25,40069.97,24,718.0,0.427,0.431,0,0,13574.43,36,5.0,Branch,Debt Consolidation,0
6313,65,109675.25,9,648.0,0.46,0.488,0,0,16930.58,36,10.62,Branch,Debt Consolidation,0
6314,47,58751.07,2,791.0,0.333,0.377,0,0,9445.54,36,5.0,Branch,Debt Consolidation,0
6315,43,64032.85,21,582.0,0.235,0.092,1,0,23856.22,36,13.67,Online,Auto Refi,1
6316,60,68268.55,0,719.0,0.479,0.462,1,0,19018.45,36,7.76,Online,Debt Consolidation,0
6317,34,46784.24,5,661.0,0.172,0.33,0,0,22659.31,36,5.0,Online,Personal Loan,1
6318,35,56767.61,2,701.0,0.257,0.51,0,0,20157.36,36,5.0,Online,Personal Loan,0
6319,63,94212.03,18,716.0,0.391,0.443,0,0,14517.72,60,5.0,Online,Debt Consolidation,0
6320,53,94523.81,6,559.0,0.132,0.345,0,1,13693.56,36,25.0,Online,Auto Refi,0
6321,51,69102.2,8,696.0,0.367,0.877,0,0,20754.33,36,7.96,Online,Personal Loan,1
6322,55,85875.74,21,756.0,0.457,0.388,0,0,11813.11,60,5.0,Branch,Debt Consolidation,0
6323,37,73216.92,11,713.0,0.521,0.466,2,0,14477.45,36,13.76,Branch,Auto Refi,0
6324,48,63856.99,13,654.0,0.273,0.826,0,0,10611.13,36,9.95,Online,Auto Refi,0
6325,39,49924.82,0,581.0,0.267,0.248,0,0,22006.0,36,11.49,Online,Debt Consolidation,0
6326,66,47770.9,24,716.0,0.406,0.618,1,0,2782.83,36,8.33,Branch,Debt Consolidation,0
6327,43,49846.22,12,811.0,0.246,0.301,0,0,22397.83,36,5.0,Online,Personal Loan,0
6328,52,97297.14,20,726.0,0.283,0.404,0,0,22924.58,36,5.0,Online,Auto Refi,0
6329,60,82464.75,1,761.0,0.359,0.529,0,0,15966.63,60,5.0,Branch,Auto Refi,1
6330,33,93819.58,2,745.0,0.365,0.679,0,0,25869.39,60,5.0,Online,Auto Refi,0
6331,40,72993.58,10,652.0,0.091,0.245,1,0,3168.83,60,5.53,Online,Auto Refi,1
6332,55,47390.07,4,686.0,0.18,0.501,0,0,19710.7,36,5.0,Online,Debt Consolidation,0
6333,25,77066.43,1,741.0,0.1,0.301,1,0,8302.35,36,5.0,Partner,Personal Loan,0
6334,29,90394.83,13,569.0,0.12,0.579,0,1,21434.39,36,25.0,Online,Personal Loan,1
6335,49,77795.03,12,726.0,0.186,0.644,0,1,2556.95,36,12.05,Partner,Debt Consolidation,1
6336,26,38664.19,13,768.0,0.293,0.584,0,0,23914.66,60,5.0,Online,Personal Loan,0
6337,45,35515.14,2,676.0,0.305,0.289,0,1,10850.23,60,16.2,Online,Debt Consolidation,1
6338,51,77727.9,7,737.0,0.062,0.229,0,0,7567.26,36,5.0,Partner,Auto Refi,0
6339,42,58749.6,12,641.0,0.208,0.416,0,1,5739.14,60,19.8,Partner,Personal Loan,1
6340,22,71247.78,21,683.0,0.138,0.205,1,0,15230.76,60,5.0,Partner,Personal Loan,1
6341,65,50530.12,11,661.0,0.296,0.553,0,0,23770.17,36,7.06,Online,Auto Refi,0
6342,25,67534.79,17,712.0,0.241,0.733,0,0,17509.21,60,5.0,Partner,Personal Loan,0
6343,47,42994.32,17,673.0,0.471,0.293,0,0,2000.0,36,6.56,Online,Personal Loan,0
6344,45,69942.45,16,563.0,0.303,0.555,0,0,19206.18,36,18.0,Online,Debt Consolidation,0
6345,28,79566.88,6,630.0,0.247,0.292,1,0,4794.95,60,10.79,Online,Personal Loan,0
6346,21,80674.9,21,816.0,0.289,0.701,0,0,18830.75,60,5.0,Online,Auto Refi,0
6347,40,38866.27,12,720.0,0.243,0.652,0,0,18783.97,36,5.0,Online,Personal Loan,0
6348,64,74379.04,12,533.0,0.481,0.434,1,0,21294.67,36,25.0,Online,Auto Refi,1
6349,43,53248.25,5,765.0,0.28,0.603,0,0,14396.17,36,5.0,Online,Personal Loan,0
6350,52,95539.83,20,599.0,0.375,0.617,1,0,9132.99,60,20.88,Online,Personal Loan,0
6351,31,84121.78,18,743.0,0.415,0.212,0,0,19359.07,36,5.0,Online,Personal Loan,0
6352,59,65517.12,23,770.0,0.241,0.549,1,0,30048.97,60,5.0,Online,Debt Consolidation,0
6353,67,108640.54,18,687.0,0.104,0.326,0,0,5501.67,36,5.0,Online,Auto Refi,0
6354,44,50446.1,20,610.0,0.262,0.475,0,1,5530.8,36,25.0,Branch,Debt Consolidation,1
6355,31,63860.26,23,630.0,0.396,0.381,0,1,11825.69,36,24.53,Partner,Debt Consolidation,1
6356,49,75826.53,15,724.0,0.117,0.456,2,0,14528.49,36,5.2,Online,Debt Consolidation,1
6357,46,105689.74,2,601.0,0.35,0.634,0,0,5056.3,60,15.45,Online,Debt Consolidation,1
6358,36,94272.21,13,639.0,0.421,0.221,1,0,19794.91,36,12.48,Partner,Auto Refi,1
6359,55,81034.8,20,716.0,0.487,0.1,0,0,20315.49,36,5.0,Online,Personal Loan,1
6360,40,47451.45,5,634.0,0.401,0.36,0,0,11105.63,60,9.61,Partner,Personal Loan,1
6361,66,47422.23,16,779.0,0.355,0.671,0,0,20905.22,60,5.0,Online,Debt Consolidation,0
6362,23,78907.72,15,607.0,0.342,0.27,1,0,29599.36,60,15.09,Online,Personal Loan,1
6363,21,39950.57,1,480.0,0.175,0.347,0,0,10745.75,36,22.48,Partner,Personal Loan,1
6364,67,71407.31,22,626.0,0.206,0.683,0,0,2000.0,60,10.18,Branch,Debt Consolidation,1
6365,21,81084.55,8,702.0,0.112,0.727,1,1,11854.53,36,19.17,Branch,Personal Loan,1
6366,37,35445.77,12,740.0,0.329,0.589,0,0,23126.04,36,5.0,Online,Debt Consolidation,0
6367,22,77957.18,13,651.0,0.373,0.532,3,0,8640.06,60,23.39,Branch,Personal Loan,0
6368,49,82917.65,19,661.0,0.334,0.65,1,0,4665.62,36,13.13,Online,Personal Loan,0
6369,40,57734.38,20,678.0,0.354,0.367,1,0,23579.33,36,8.63,Online,Personal Loan,0
6370,26,61866.74,11,802.0,0.411,0.589,0,0,6490.74,36,5.0,Branch,Debt Consolidation,0
6371,28,29247.29,19,707.0,0.161,0.291,1,0,11682.36,36,5.0,Branch,Auto Refi,0
6372,49,62806.87,10,646.0,0.328,0.774,0,0,30263.04,36,11.39,Branch,Auto Refi,0
6373,68,34487.42,18,824.0,0.35,0.659,0,0,14150.5,36,5.0,Branch,Personal Loan,0
6374,53,51200.9,9,681.0,0.264,0.582,2,0,17922.16,60,13.33,Partner,Auto Refi,1
6375,23,56955.06,17,535.0,0.065,0.382,1,0,14270.96,60,19.02,Online,Debt Consolidation,1
6376,55,41883.05,2,583.0,0.197,0.589,1,0,10350.56,60,18.64,Online,Personal Loan,0
6377,25,40060.27,15,719.0,0.259,0.446,0,0,11833.99,36,5.0,Partner,Auto Refi,1
6378,47,41042.42,17,556.0,0.338,0.339,1,0,11170.21,60,21.93,Online,Personal Loan,1
6379,64,89414.24,13,715.0,0.324,0.567,1,0,15254.77,36,6.56,Online,Auto Refi,0
6380,32,63599.05,23,625.0,0.551,0.07,1,0,22028.48,36,15.1,Online,Debt Consolidation,1
6381,40,90326.76,16,762.0,0.433,0.627,0,0,13342.84,36,5.0,Branch,Debt Consolidation,0
6382,65,56902.88,4,692.0,0.317,0.244,0,0,20215.26,36,5.0,Partner,Debt Consolidation,0
6383,40,57332.24,16,565.0,0.335,0.597,0,0,21407.77,36,18.86,Online,Personal Loan,1
6384,29,56529.01,20,744.0,0.472,0.152,0,0,19653.21,60,5.0,Online,Auto Refi,0
6385,59,20000.0,13,775.0,0.477,0.367,1,0,10030.49,60,5.0,Partner,Debt Consolidation,0
6386,24,75130.99,2,591.0,0.36,0.541,0,0,21327.32,36,15.73,Online,Auto Refi,1
6387,39,62861.45,24,624.0,0.528,0.624,0,0,3061.84,36,16.44,Branch,Auto Refi,0
6388,58,66028.08,14,715.0,0.212,0.312,0,0,12666.8,36,5.0,Online,Personal Loan,0
6389,47,23178.39,11,728.0,0.317,0.265,0,0,11017.07,36,5.0,Online,Debt Consolidation,0
6390,65,64427.39,16,830.0,0.7,0.654,1,0,25539.68,36,5.0,Online,Auto Refi,0
6391,63,56228.96,16,742.0,0.405,0.83,0,0,26178.48,60,5.0,Branch,Debt Consolidation,1
6392,33,67512.45,23,830.0,0.303,0.268,1,0,18551.01,36,5.0,Branch,Debt Consolidation,1
6393,33,63481.43,18,681.0,0.332,0.0,1,0,10096.88,60,5.0,Branch,Debt Consolidation,0
6394,42,55292.11,6,707.0,0.342,0.754,0,0,13712.71,60,5.58,Online,Personal Loan,0
6395,48,76262.27,4,640.0,0.52,0.421,1,0,13660.71,36,16.86,Branch,Personal Loan,0
6396,67,85493.93,1,643.0,0.417,0.269,0,0,21956.31,60,8.09,Online,Personal Loan,0
6397,65,56844.06,15,690.0,0.311,0.462,0,0,18200.46,36,5.0,Online,Personal Loan,1
6398,42,36032.88,12,639.0,0.119,0.839,0,0,15169.4,36,8.73,Branch,Personal Loan,0
6399,63,37349.23,10,501.0,0.233,0.582,1,0,10049.18,60,25.0,Online,Auto Refi,1
6400,39,73456.5,6,633.0,0.327,0.606,0,0,12003.78,60,10.89,Online,Personal Loan,0
6401,28,90916.26,22,755.0,0.304,0.482,0,0,5958.73,36,5.0,Online,Debt Consolidation,0
6402,28,28728.03,2,685.0,0.452,0.545,1,0,22127.07,60,11.61,Online,Auto Refi,1
6403,62,44642.74,5,685.0,0.292,0.789,1,0,11962.7,36,11.04,Partner,Personal Loan,1
6404,46,58349.96,4,627.0,0.421,0.269,1,0,10588.31,60,14.51,Online,Personal Loan,1
6405,68,24195.41,0,703.0,0.143,0.602,1,0,20318.15,36,5.09,Online,Debt Consolidation,0
6406,46,63066.74,0,796.0,0.257,0.443,0,0,16734.75,36,5.0,Online,Auto Refi,0
6407,43,72262.42,17,778.0,0.403,0.437,0,0,10469.26,60,5.0,Partner,Auto Refi,0
6408,63,74595.97,22,706.0,0.568,0.221,1,0,5729.43,36,8.33,Branch,Auto Refi,0
6409,33,57004.29,2,620.0,0.303,0.534,1,0,16327.18,36,15.84,Online,Personal Loan,1
6410,48,57870.68,24,804.0,0.419,0.566,0,0,7731.47,60,5.0,Partner,Auto Refi,1
6411,29,44574.65,18,754.0,0.48,0.413,2,0,13789.9,60,7.96,Partner,Auto Refi,0
6412,40,29574.56,9,576.0,0.434,0.739,0,0,26447.97,36,21.4,Online,Auto Refi,0
6413,39,61249.83,19,557.0,0.41,0.467,1,0,7920.07,60,24.59,Online,Personal Loan,1
6414,68,73166.89,10,580.0,0.278,0.025,1,1,7239.31,60,25.0,Online,Auto Refi,1
6415,59,65320.37,7,645.0,0.502,0.56,0,0,17680.43,60,12.59,Online,Debt Consolidation,1
6416,32,87180.6,19,743.0,0.162,0.217,0,0,17891.45,36,5.0,Branch,Debt Consolidation,0
6417,35,71907.74,22,741.0,0.168,0.736,0,0,21045.7,36,5.0,Online,Personal Loan,0
6418,51,78190.1,10,704.0,0.544,0.825,0,1,27135.54,36,24.28,Online,Personal Loan,1
6419,34,68354.07,4,670.0,0.363,0.651,0,1,18623.69,36,22.46,Branch,Personal Loan,1
6420,31,102183.19,21,830.0,0.171,0.45,0,0,12142.06,60,5.0,Online,Personal Loan,0
6421,46,55203.5,23,682.0,0.148,0.57,0,0,22368.4,36,5.0,Online,Debt Consolidation,0
6422,62,78575.42,3,674.0,0.143,0.3,0,0,16795.83,60,5.0,Branch,Personal Loan,0
6423,47,69956.07,12,644.0,0.564,0.573,1,0,18632.11,36,19.13,Branch,Personal Loan,1
6424,31,79760.36,5,830.0,0.31,0.291,0,0,6548.86,36,5.0,Branch,Debt Consolidation,0
6425,58,71670.16,1,730.0,0.258,0.826,0,0,15948.45,36,5.0,Branch,Personal Loan,1
6426,54,64152.16,24,608.0,0.515,0.253,0,0,29012.05,36,13.69,Online,Auto Refi,0
6427,63,72564.49,24,599.0,0.35,0.122,0,0,14685.92,36,9.81,Online,Personal Loan,0
6428,39,75067.05,5,562.0,0.281,0.417,0,0,11886.14,36,15.88,Partner,Personal Loan,0
6429,26,77672.51,21,673.0,0.447,0.568,0,0,30957.74,60,8.65,Online,Auto Refi,1
6430,66,94265.73,9,575.0,0.392,0.914,1,0,20329.69,36,25.0,Online,Debt Consolidation,1
6431,58,68873.72,22,598.0,0.392,0.305,0,0,21486.11,60,12.76,Online,Debt Consolidation,0
6432,69,43052.51,3,755.0,0.288,0.463,0,0,12092.88,36,5.0,Online,Personal Loan,0
6433,62,68291.82,15,742.0,0.213,0.45,0,0,19558.27,60,5.0,Online,Personal Loan,0
6434,48,56101.62,22,784.0,0.199,0.239,1,0,15917.88,36,5.0,Online,Debt Consolidation,0
6435,21,55553.65,9,577.0,0.332,0.25,0,0,27038.94,36,13.3,Online,Debt Consolidation,0
6436,55,58571.6,0,610.0,0.321,0.073,0,0,24308.25,60,7.76,Online,Debt Consolidation,0
6437,60,46945.42,12,636.0,0.378,0.755,0,0,18032.78,60,13.3,Branch,Auto Refi,0
6438,28,20000.0,13,795.0,0.269,0.291,0,0,18173.31,36,5.0,Online,Debt Consolidation,0
6439,67,94504.06,22,684.0,0.474,0.033,1,0,10818.52,36,6.95,Branch,Personal Loan,0
6440,27,55229.47,11,808.0,0.161,0.373,0,0,14866.54,60,5.0,Online,Personal Loan,0
6441,31,30710.7,12,724.0,0.37,0.694,1,0,20011.4,36,7.63,Online,Debt Consolidation,0
6442,59,68576.14,0,672.0,0.211,0.553,0,0,21270.19,36,5.0,Partner,Debt Consolidation,0
6443,24,77312.81,13,720.0,0.291,0.552,0,0,14055.01,60,5.0,Online,Personal Loan,0
6444,45,61438.71,7,559.0,0.21,0.774,0,0,20527.66,36,19.01,Branch,Debt Consolidation,1
6445,32,39227.76,21,536.0,0.276,0.658,0,0,23566.14,36,21.74,Branch,Personal Loan,0
6446,46,36687.72,13,698.0,0.192,0.0,0,0,27667.24,36,5.0,Online,Personal Loan,0
6447,58,110632.22,0,681.0,0.2,0.355,1,0,28212.32,60,5.71,Online,Personal Loan,0
6448,66,36792.61,16,815.0,0.436,0.537,0,0,2595.77,36,5.0,Partner,Debt Consolidation,0
6449,32,32419.98,15,583.0,0.153,0.488,0,0,6076.92,60,11.56,Online,Personal Loan,0
6450,63,58824.76,11,706.0,0.398,0.561,2,0,13221.06,60,13.01,Online,Personal Loan,1
6451,57,81436.96,19,729.0,0.422,0.98,0,0,6450.18,60,6.89,Branch,Debt Consolidation,0
6452,66,98169.95,22,704.0,0.408,0.256,0,0,15652.47,36,5.0,Online,Debt Consolidation,0
6453,44,60734.03,4,757.0,0.317,0.0,0,0,23812.4,36,5.0,Online,Personal Loan,1
6454,36,60457.92,20,636.0,0.189,0.0,0,0,19867.0,36,5.0,Online,Auto Refi,0
6455,33,39320.68,23,738.0,0.135,0.634,0,0,11640.25,60,5.0,Partner,Debt Consolidation,0
6456,45,86765.03,17,719.0,0.178,0.418,0,0,10303.08,36,5.0,Online,Personal Loan,0
6457,24,63605.57,3,762.0,0.179,0.152,3,0,8800.59,36,5.0,Partner,Debt Consolidation,1
6458,31,64259.01,19,644.0,0.353,0.403,0,0,8540.34,36,8.18,Branch,Personal Loan,0
6459,52,73668.78,10,597.0,0.15,0.354,0,0,11377.4,36,8.68,Online,Personal Loan,0
6460,69,71036.72,7,636.0,0.295,0.379,0,0,23369.59,36,7.73,Online,Personal Loan,0
6461,27,62194.37,21,606.0,0.325,0.067,0,0,17015.32,36,8.17,Online,Personal Loan,0
6462,66,91419.59,8,640.0,0.284,0.569,0,0,14731.24,36,8.92,Partner,Auto Refi,0
6463,31,32926.26,24,657.0,0.288,0.594,0,0,7268.14,36,7.68,Online,Personal Loan,1
6464,48,69225.88,19,616.0,0.473,0.476,0,0,21441.0,36,14.38,Partner,Auto Refi,0
6465,61,73143.39,9,681.0,0.38,0.435,1,0,16925.93,60,9.52,Online,Personal Loan,0
6466,43,56752.14,6,597.0,0.404,0.486,0,0,8339.0,60,15.23,Online,Personal Loan,0
6467,65,77328.99,18,675.0,0.275,0.46,0,0,18661.44,36,5.0,Partner,Personal Loan,0
6468,43,78261.77,21,645.0,0.414,0.095,1,0,14010.1,36,10.29,Branch,Debt Consolidation,0
6469,48,87196.29,0,672.0,0.356,0.282,1,0,16094.6,60,8.47,Online,Personal Loan,1
6470,63,62768.81,4,708.0,0.345,0.493,1,0,5251.74,36,6.89,Online,Personal Loan,0
6471,67,60657.02,5,651.0,0.273,0.303,0,0,18503.37,60,5.46,Online,Personal Loan,1
6472,46,75783.89,11,626.0,0.348,0.627,1,0,18342.45,36,17.31,Branch,Debt Consolidation,0
6473,45,61050.34,11,634.0,0.573,0.18,1,0,20732.42,60,15.85,Online,Personal Loan,0
6474,49,34573.12,20,752.0,0.392,0.92,0,0,8506.08,36,5.0,Online,Debt Consolidation,0
6475,39,82248.47,13,769.0,0.525,0.865,0,0,15958.31,36,5.0,Branch,Debt Consolidation,0
6476,53,28314.3,6,644.0,0.094,0.393,0,0,17189.39,60,5.0,Partner,Auto Refi,0
6477,56,73033.54,19,669.0,0.329,0.151,1,0,20413.58,60,6.98,Branch,Personal Loan,0
6478,34,115769.87,20,561.0,0.419,0.343,0,0,4077.22,36,18.23,Partner,Auto Refi,0
6479,34,75664.3,19,667.0,0.366,0.693,0,0,14226.05,36,9.0,Online,Personal Loan,0
6480,55,51117.88,13,578.0,0.382,0.382,0,0,16608.41,36,15.77,Branch,Auto Refi,0
6481,50,55972.72,15,646.0,0.273,0.529,1,0,17000.15,36,12.16,Online,Personal Loan,0
6482,48,72412.48,8,755.0,0.465,0.46,1,0,2000.0,60,5.0,Online,Personal Loan,0
6483,37,64572.56,1,575.0,0.128,0.564,1,0,10031.08,60,17.79,Online,Auto Refi,0
6484,23,80125.05,16,617.0,0.302,0.55,0,0,12525.54,36,11.57,Online,Auto Refi,0
6485,36,94001.67,3,617.0,0.335,0.391,0,0,11843.16,60,10.46,Branch,Personal Loan,0
6486,66,91288.24,13,563.0,0.251,0.741,0,0,14705.84,60,19.02,Branch,Personal Loan,0
6487,50,41883.71,13,740.0,0.323,0.552,0,0,5777.58,60,5.0,Online,Personal Loan,1
6488,49,65319.98,14,699.0,0.084,0.686,0,0,9438.63,36,5.0,Online,Personal Loan,0
6489,65,74856.03,11,807.0,0.164,0.401,0,0,7403.46,36,5.0,Online,Debt Consolidation,0
6490,35,95338.86,12,610.0,0.472,0.417,0,0,17926.99,60,14.37,Online,Auto Refi,0
6491,66,72183.49,21,556.0,0.349,0.98,0,1,9918.05,36,25.0,Online,Debt Consolidation,1
6492,45,51325.99,9,746.0,0.275,0.443,1,0,26594.52,36,5.0,Online,Personal Loan,0
6493,58,73700.85,15,655.0,0.438,0.701,0,0,2000.0,60,11.79,Branch,Debt Consolidation,0
6494,62,101385.71,14,647.0,0.486,0.159,0,0,14837.27,36,7.89,Partner,Personal Loan,1
6495,67,59951.97,7,783.0,0.537,0.522,0,0,18134.91,36,5.0,Online,Debt Consolidation,1
6496,58,50973.27,3,692.0,0.094,0.368,0,0,7541.97,60,5.0,Branch,Auto Refi,0
6497,43,64350.57,0,743.0,0.486,0.758,0,0,20736.15,36,5.0,Online,Personal Loan,0
6498,45,51982.49,13,636.0,0.181,0.315,0,0,4647.13,36,5.35,Online,Debt Consolidation,0
6499,62,81539.77,8,629.0,0.356,0.364,1,0,19905.07,60,13.92,Online,Personal Loan,0
6500,27,52128.15,18,654.0,0.393,0.566,1,0,9009.58,36,14.13,Branch,Personal Loan,0
6501,42,90850.66,5,727.0,0.513,0.24,0,0,18410.01,60,5.0,Online,Personal Loan,0
6502,37,74905.73,15,684.0,0.376,0.475,2,1,12744.98,60,25.0,Online,Personal Loan,0
6503,38,78939.96,23,713.0,0.353,0.33,1,0,3038.9,36,5.23,Online,Personal Loan,1
6504,69,78786.75,10,498.0,0.219,0.478,0,0,21022.49,60,22.86,Partner,Debt Consolidation,1
6505,61,82037.39,20,548.0,0.117,0.432,0,0,24468.97,36,14.19,Online,Personal Loan,1
6506,30,58812.54,22,529.0,0.216,0.817,1,0,17650.7,60,25.0,Branch,Personal Loan,1
6507,30,45438.67,10,653.0,0.489,0.543,0,0,20655.19,60,11.23,Online,Auto Refi,1
6508,27,55476.82,13,582.0,0.324,0.189,0,0,22274.6,36,11.85,Partner,Auto Refi,0
6509,68,83527.08,10,798.0,0.519,0.266,0,0,11889.81,36,5.0,Online,Debt Consolidation,0
6510,58,29670.38,13,679.0,0.234,0.363,1,0,13627.58,60,6.5,Online,Auto Refi,0
6511,47,25007.99,24,695.0,0.414,0.31,1,0,9591.49,36,7.49,Online,Auto Refi,0
6512,53,69491.33,0,604.0,0.34,0.734,0,0,20314.2,36,16.04,Branch,Personal Loan,1
6513,21,81884.84,10,602.0,0.475,0.338,0,0,15752.57,60,14.54,Branch,Debt Consolidation,1
6514,64,84599.81,23,789.0,0.293,0.443,0,0,17173.28,36,5.0,Online,Debt Consolidation,0
6515,54,45984.07,17,805.0,0.305,0.57,0,0,9690.53,60,5.0,Partner,Debt Consolidation,0
6516,24,41408.76,16,709.0,0.466,0.98,1,0,16719.74,36,14.13,Online,Personal Loan,0
6517,37,51277.59,3,538.0,0.069,0.421,0,0,10704.78,60,14.25,Partner,Personal Loan,1
6518,24,57144.03,21,650.0,0.303,0.782,0,0,7353.61,36,10.48,Branch,Debt Consolidation,0
6519,63,58293.98,13,702.0,0.121,0.364,1,0,8414.01,60,5.0,Branch,Auto Refi,0
6520,46,67423.56,7,664.0,0.316,0.645,1,0,7424.75,36,12.31,Online,Auto Refi,1
6521,24,93112.5,14,532.0,0.27,0.283,2,1,22062.14,36,25.0,Branch,Auto Refi,1
6522,21,63785.48,15,809.0,0.392,0.61,1,0,7756.8,60,5.0,Branch,Debt Consolidation,0
6523,27,83753.0,0,622.0,0.376,0.376,0,0,18953.26,36,10.64,Online,Auto Refi,0
6524,50,78093.21,0,586.0,0.286,0.632,0,0,10178.0,60,15.73,Partner,Auto Refi,1
6525,29,50795.06,9,678.0,0.205,0.611,1,0,2000.0,36,8.34,Branch,Auto Refi,0
6526,55,77861.89,1,763.0,0.329,0.575,1,0,18864.3,36,5.0,Online,Personal Loan,0
6527,28,76487.81,24,716.0,0.477,0.536,1,0,14981.07,36,8.76,Branch,Personal Loan,0
6528,44,64989.0,11,588.0,0.202,0.355,0,1,23023.97,36,24.92,Partner,Personal Loan,1
6529,39,68476.64,3,576.0,0.14,0.595,0,0,26194.92,60,13.29,Online,Debt Consolidation,0
6530,56,63843.79,22,527.0,0.099,0.13,0,0,17356.99,60,12.8,Partner,Auto Refi,0
6531,63,43159.44,18,660.0,0.136,0.961,0,0,6748.55,60,8.24,Online,Debt Consolidation,0
6532,47,112313.51,0,647.0,0.319,0.579,0,0,14935.52,36,9.04,Partner,Personal Loan,0
6533,52,86110.04,0,716.0,0.151,0.558,0,0,17599.75,36,5.0,Branch,Auto Refi,0
6534,34,75544.18,8,632.0,0.275,0.544,0,0,12309.08,36,9.37,Online,Personal Loan,1
6535,38,56895.03,19,748.0,0.375,0.301,0,0,2000.0,60,5.0,Online,Auto Refi,1
6536,48,63164.12,12,726.0,0.065,0.331,0,0,24229.83,60,5.0,Online,Personal Loan,0
6537,49,41569.31,10,629.0,0.438,0.498,0,0,14901.14,36,12.43,Online,Personal Loan,1
6538,36,74398.78,18,707.0,0.491,0.353,0,0,8041.51,36,5.0,Branch,Personal Loan,0
6539,55,71723.68,20,773.0,0.544,0.213,0,0,14706.01,36,5.0,Online,Auto Refi,0
6540,67,60868.86,16,613.0,0.497,0.434,1,0,19950.04,60,19.78,Online,Personal Loan,1
6541,51,65598.31,2,665.0,0.61,0.52,1,1,20235.93,60,25.0,Online,Personal Loan,1
