age,income,employment_length_years,credit_score,dti,utilization,num_delinquencies_12m,loan_amount,term_months,interest_rate,channel,product_type,default_12m,pd_model,applicant_id,recent_bankruptcy,approved_A,approved_B,strategy_group,approved_AB,expected_loss,interest_income,profit
50,65952.39,0,603.0,0.251,0.33,0,2000.0,36,9.73,Online,Auto Refi,0,0.3078004007228978,13126,0,0,0,A,0,0.0,240.0,0.0
62,71162.28,4,695.0,0.41,0.411,0,4656.51,36,5.0,Online,Auto Refi,0,0.1861953059422261,18801,0,0,0,B,0,0.0,558.7812,0.0
30,57971.51,10,699.0,0.231,0.398,0,16753.23,36,5.0,Branch,Personal Loan,0,0.1591024614040493,4445,0,1,1,B,1,0.0,2010.3875999999998,2010.3875999999998
67,86124.13,3,733.0,0.329,0.527,0,15557.01,36,5.0,Online,Personal Loan,0,0.094595263153137,12099,0,1,1,A,1,0.0,1866.8411999999998,1866.8411999999998
47,40865.38,5,670.0,0.278,0.469,0,2347.68,36,5.35,Online,Auto Refi,0,0.1761024106368817,1873,0,1,1,B,1,0.0,281.72159999999997,281.72159999999997
61,58734.6,16,658.0,0.209,0.336,0,12746.61,60,5.0,Online,Personal Loan,1,0.1568007373178353,16671,0,1,1,B,1,7647.966,1529.5932,-6118.3728
42,80148.09,9,611.0,0.603,0.562,0,12140.3,60,18.85,Online,Auto Refi,0,0.6627976214065242,5636,0,0,0,A,0,0.0,1456.8359999999998,0.0
30,86655.33,6,734.0,0.247,0.581,0,21077.67,60,5.0,Branch,Personal Loan,0,0.1025879591091301,14723,0,1,1,B,1,0.0,2529.3203999999996,2529.3203999999996
34,29053.12,6,516.0,0.448,0.335,0,9628.32,36,25.0,Online,Personal Loan,1,0.7390868329723906,2812,1,0,0,B,0,5776.991999999999,1155.3983999999998,0.0
33,40306.61,16,761.0,0.471,0.523,0,11299.98,60,5.0,Online,Debt Consolidation,0,0.1002180865004704,12894,0,0,1,A,0,0.0,1355.9976,0.0
51,73895.01,20,539.0,0.212,0.097,0,20984.07,36,13.35,Branch,Debt Consolidation,1,0.4055666357148171,5420,0,0,0,A,0,12590.442,2518.0884,0.0
45,81419.46,2,646.0,0.583,0.753,0,14134.06,60,16.57,Online,Debt Consolidation,0,0.5494737240569342,1478,0,0,0,A,0,0.0,1696.0872,0.0
64,83853.82,5,722.0,0.094,0.279,0,23222.06,36,5.0,Online,Personal Loan,0,0.1132250416159463,9568,0,1,1,B,1,0.0,2786.6472,2786.6472
61,63933.7,10,656.0,0.41,0.78,0,12517.67,60,11.96,Online,Debt Consolidation,0,0.3958760183976152,1782,0,0,0,A,0,0.0,1502.1204,0.0
34,48535.2,21,659.0,0.322,0.251,0,24329.66,60,5.09,Online,Auto Refi,0,0.1591022983895633,12134,0,1,1,A,1,0.0,2919.5591999999997,2919.5591999999997
40,110519.09,0,714.0,0.561,0.594,0,21962.33,36,20.9,Branch,Auto Refi,1,0.6715560860799558,4621,1,0,0,A,0,13177.398000000001,2635.4796,0.0
38,87251.97,3,564.0,0.244,0.367,0,22415.58,36,14.33,Online,Personal Loan,0,0.4349041970498548,13089,0,0,0,A,0,0.0,2689.8696,0.0
49,40044.75,5,603.0,0.401,0.761,0,9933.18,36,17.83,Online,Auto Refi,0,0.5771782621768251,8571,0,0,0,A,0,0.0,1191.9816,0.0
67,104082.36,5,751.0,0.24,0.666,1,2000.0,60,5.0,Online,Auto Refi,0,0.1021504105079135,934,0,1,1,A,1,0.0,240.0,240.0
25,69223.27,9,600.0,0.472,0.385,0,17342.63,36,15.19,Partner,Auto Refi,0,0.4789756815207894,14196,0,0,0,B,0,0.0,2081.1156,0.0
33,50700.35,5,648.0,0.365,0.563,2,18546.64,36,19.19,Online,Personal Loan,1,0.5512272266958292,8958,0,0,0,B,0,11127.983999999999,2225.5968,0.0
40,101035.95,22,691.0,0.319,0.217,0,9284.51,36,5.0,Partner,Auto Refi,0,0.1438228504039659,15714,0,1,1,A,1,0.0,1114.1412,1114.1412
49,73775.47,21,662.0,0.209,0.147,1,4315.66,36,5.74,Online,Personal Loan,0,0.1825726210586914,1400,0,1,0,A,1,0.0,517.8792,517.8792
48,72677.36,1,598.0,0.347,0.0,0,13979.38,60,22.9,Branch,Auto Refi,0,0.4913987623912587,677,1,0,0,A,0,0.0,1677.5256,0.0
58,69626.52,21,598.0,0.319,0.223,0,11546.4,60,10.4,Online,Debt Consolidation,0,0.3319965420911526,8431,0,0,0,B,0,0.0,1385.568,0.0
53,49509.47,0,639.0,0.266,0.817,0,21315.02,60,11.32,Online,Personal Loan,0,0.3933681457666207,17592,0,0,0,B,0,0.0,2557.8024,0.0
46,78588.77,20,830.0,0.486,0.502,0,23039.0,60,5.0,Partner,Debt Consolidation,0,0.0633920887728849,19729,0,0,1,B,1,0.0,2764.68,2764.68
49,88948.47,3,712.0,0.404,0.576,0,22295.52,60,5.0,Online,Auto Refi,0,0.1549998159888592,10010,0,0,1,B,1,0.0,2675.4624,2675.4624
33,73508.21,21,572.0,0.407,0.58,0,17113.47,60,19.44,Partner,Debt Consolidation,1,0.5908275284259797,13839,0,0,0,B,0,10268.082,2053.6164,0.0
29,85578.82,13,671.0,0.247,0.428,1,19089.87,60,8.02,Online,Auto Refi,0,0.2785839603181155,6970,0,1,0,B,0,0.0,2290.7844,0.0
27,52224.42,5,766.0,0.457,0.404,0,22209.39,36,5.0,Online,Personal Loan,0,0.0801390475051021,13779,0,0,1,B,1,0.0,2665.1268,2665.1268
51,58871.92,20,578.0,0.331,0.351,0,22005.49,60,14.32,Online,Personal Loan,0,0.4340036860081065,19756,0,0,0,B,0,0.0,2640.6588,0.0
30,81451.0,18,538.0,0.303,0.468,0,27073.28,36,19.96,Online,Personal Loan,1,0.6433792343514106,2804,0,0,0,B,0,16243.967999999999,3248.7935999999995,0.0
59,71719.0,18,768.0,0.407,0.641,1,17915.64,36,5.0,Branch,Personal Loan,1,0.1142064848995304,4761,0,0,1,A,0,10749.384,2149.8768,0.0
46,79500.08,24,620.0,0.473,0.435,1,20310.55,60,18.44,Branch,Debt Consolidation,1,0.5885789158292936,11376,0,0,0,A,0,12186.33,2437.2659999999996,0.0
53,68417.78,23,634.0,0.173,0.215,0,16567.8,36,5.0,Partner,Personal Loan,1,0.1639602623922371,14836,0,0,1,A,0,9940.679999999998,1988.1359999999997,0.0
41,54785.51,8,674.0,0.232,0.091,0,9634.13,36,5.0,Branch,Debt Consolidation,0,0.1093758812062822,9380,0,1,1,A,1,0.0,1156.0955999999999,1156.0955999999999
24,64757.72,9,661.0,0.357,0.379,1,17379.76,60,10.59,Online,Debt Consolidation,0,0.2958399429508225,15508,0,1,0,B,0,0.0,2085.5712,0.0
48,72333.78,20,715.0,0.356,0.158,0,6888.93,60,5.0,Online,Debt Consolidation,0,0.1384064793801068,4040,0,1,1,B,1,0.0,826.6716,826.6716
65,65456.19,21,741.0,0.45,0.196,0,26768.48,36,5.0,Online,Debt Consolidation,0,0.1001057847090965,2299,0,0,1,A,0,0.0,3212.2176,0.0
25,47613.55,6,615.0,0.626,0.471,0,19010.26,60,17.83,Branch,Debt Consolidation,0,0.5714665429893283,12989,0,0,0,B,0,0.0,2281.2311999999997,0.0
61,63783.94,10,749.0,0.236,0.574,0,10505.98,36,5.0,Online,Personal Loan,0,0.1059754652415808,10129,0,1,1,A,1,0.0,1260.7176,1260.7176
45,52878.78,12,713.0,0.338,0.238,1,18796.47,60,5.0,Branch,Personal Loan,0,0.1574066453970676,5715,0,1,1,B,1,0.0,2255.5764,2255.5764
69,94742.16,13,678.0,0.476,0.574,0,11061.05,60,8.69,Partner,Personal Loan,0,0.3309291078449173,9210,0,0,0,A,0,0.0,1327.3259999999998,0.0
24,66376.53,0,558.0,0.319,0.542,0,23400.82,36,18.73,Branch,Debt Consolidation,0,0.5903967449129346,9947,0,0,0,B,0,0.0,2808.0984,0.0
69,78146.45,19,764.0,0.05,0.475,0,8256.48,60,5.0,Partner,Auto Refi,0,0.2135549239428149,16845,0,1,0,B,0,0.0,990.7775999999999,0.0
69,51045.8,12,807.0,0.304,0.326,0,25336.84,36,5.0,Partner,Personal Loan,0,0.0591717483835061,17352,0,1,1,A,1,0.0,3040.4208,3040.4208
54,67278.41,2,673.0,0.089,0.186,0,3069.56,60,5.0,Online,Debt Consolidation,0,0.1222580281404763,11031,0,1,1,B,1,0.0,368.3472,368.3472
68,28130.34,2,675.0,0.46,0.487,0,21145.37,36,7.88,Online,Auto Refi,0,0.2740166504144271,15514,0,0,0,A,0,0.0,2537.4444,0.0
54,107428.76,18,726.0,0.289,0.496,0,10389.63,36,5.0,Branch,Debt Consolidation,1,0.1338161053870705,1784,0,1,1,A,1,6233.777999999999,1246.7556,-4987.0224
57,74215.65,14,695.0,0.246,0.471,3,2000.0,36,14.9,Partner,Debt Consolidation,1,0.4804713885193764,3419,0,0,0,A,0,1200.0,240.0,0.0
52,65797.62,1,724.0,0.328,0.389,0,21584.93,36,5.0,Partner,Personal Loan,0,0.1440271796987362,6637,0,1,1,A,1,0.0,2590.1916,2590.1916
69,37217.57,12,718.0,0.274,0.25,0,6720.18,60,5.0,Online,Personal Loan,0,0.1212037088979276,17268,0,1,1,B,1,0.0,806.4216,806.4216
30,43920.24,18,652.0,0.485,0.289,0,4398.73,36,8.71,Branch,Auto Refi,0,0.341144965450407,12371,0,0,0,B,0,0.0,527.8475999999999,0.0
29,100921.7,19,830.0,0.31,0.609,0,20673.98,60,5.0,Branch,Debt Consolidation,0,0.0630987223018575,10723,0,1,1,B,1,0.0,2480.8776,2480.8776
54,58432.18,14,721.0,0.413,0.262,0,14544.45,60,5.0,Partner,Debt Consolidation,0,0.1447661089107944,7142,0,0,1,A,0,0.0,1745.334,0.0
23,78909.21,20,791.0,0.231,0.14,0,12384.66,36,5.0,Partner,Auto Refi,0,0.0691032035605397,9882,0,1,1,B,1,0.0,1486.1591999999998,1486.1591999999998
28,95326.58,20,705.0,0.22,0.224,0,13846.35,60,5.0,Online,Auto Refi,0,0.1490800619458437,2275,0,1,1,A,1,0.0,1661.562,1661.562
61,48738.45,19,646.0,0.389,0.24,0,8396.52,60,7.12,Partner,Debt Consolidation,0,0.2643731260961868,9657,0,1,0,B,0,0.0,1007.5824,0.0
27,84263.4,21,589.0,0.27,0.0,0,12786.24,36,8.11,Online,Auto Refi,0,0.2639569013328093,8249,0,0,0,B,0,0.0,1534.3488,0.0
31,100808.58,14,692.0,0.374,0.559,0,19831.95,60,5.69,Branch,Personal Loan,0,0.1854478717623238,16511,0,1,0,B,0,0.0,2379.834,0.0
32,74707.29,20,830.0,0.323,0.589,0,17878.95,60,5.0,Branch,Debt Consolidation,0,0.054783982226057,14611,0,1,1,A,1,0.0,2145.474,2145.474
35,55973.42,16,640.0,0.307,0.719,0,2919.66,36,11.0,Partner,Personal Loan,1,0.3512883811153572,19957,0,1,0,B,0,1751.7959999999998,350.3592,0.0
30,49587.33,24,744.0,0.128,0.547,0,16354.4,60,5.0,Online,Auto Refi,1,0.0905367057040234,2767,0,1,1,B,1,9812.64,1962.5279999999998,-7850.111999999999
22,68208.78,10,707.0,0.108,0.514,0,2000.0,36,5.0,Online,Personal Loan,0,0.1089292724742035,13076,0,1,1,A,1,0.0,240.0,240.0
68,83271.64,13,691.0,0.184,0.403,2,16801.12,60,8.68,Branch,Personal Loan,1,0.3143296113561924,11820,0,0,0,B,0,10080.671999999999,2016.1344,0.0
51,73418.69,10,767.0,0.328,0.226,1,15763.16,60,5.0,Branch,Personal Loan,0,0.0995027795056093,3957,0,1,1,A,1,0.0,1891.5792,1891.5792
43,67009.76,4,746.0,0.443,0.123,1,3467.33,36,5.0,Branch,Auto Refi,0,0.1162697330783898,2523,0,0,1,B,1,0.0,416.07959999999997,416.07959999999997
32,56892.81,7,590.0,0.235,0.73,0,13682.0,60,15.29,Partner,Debt Consolidation,1,0.4883069196595644,12991,0,0,0,A,0,8209.199999999999,1641.84,0.0
33,63768.78,23,740.0,0.511,0.159,1,20111.54,60,5.0,Branch,Debt Consolidation,0,0.1748923129343525,14063,0,0,1,A,0,0.0,2413.3848,0.0
63,61892.85,18,749.0,0.349,0.397,0,15782.38,36,5.0,Online,Debt Consolidation,0,0.1115431248054694,10948,0,1,1,B,1,0.0,1893.8855999999998,1893.8855999999998
63,78884.44,11,720.0,0.339,0.347,0,7284.6,60,5.0,Online,Personal Loan,0,0.132755797839372,11998,0,1,1,A,1,0.0,874.152,874.152
68,31932.7,10,597.0,0.23,0.451,0,30536.39,36,11.23,Partner,Personal Loan,1,0.3532530561233558,3365,0,0,0,A,0,18321.834,3664.3668,0.0
63,65985.97,16,652.0,0.507,0.543,0,23787.77,36,11.78,Branch,Personal Loan,0,0.3984933852826478,4117,0,0,0,A,0,0.0,2854.5324,0.0
52,73399.08,5,740.0,0.31,0.321,0,17453.04,60,5.0,Partner,Personal Loan,0,0.0988244576647552,19586,0,1,1,A,1,0.0,2094.3648,2094.3648
47,75288.55,7,539.0,0.308,0.193,0,15537.3,36,16.61,Online,Personal Loan,0,0.4667541998517817,9237,0,0,0,A,0,0.0,1864.4759999999999,0.0
55,81710.13,9,668.0,0.494,0.39,0,12258.57,60,8.29,Partner,Debt Consolidation,0,0.3097107278153057,3426,0,0,0,A,0,0.0,1471.0284,0.0
67,58240.03,12,645.0,0.256,0.42,1,2000.0,36,10.7,Partner,Auto Refi,0,0.3464744888270771,9871,0,1,0,B,0,0.0,240.0,0.0
68,56244.28,14,706.0,0.158,0.55,1,8307.35,36,5.0,Partner,Personal Loan,0,0.1662707710438955,16468,0,1,1,A,1,0.0,996.8820000000001,996.8820000000001
34,97318.08,24,676.0,0.326,0.551,2,26240.98,36,14.85,Partner,Personal Loan,0,0.5883147520395711,16959,0,0,0,A,0,0.0,3148.9175999999998,0.0
68,97025.01,10,666.0,0.567,0.504,0,16184.57,36,10.96,Online,Personal Loan,1,0.3503235529419103,19984,0,0,0,B,0,9710.742,1942.1483999999998,0.0
21,52176.94,20,668.0,0.375,0.418,0,26811.75,36,6.49,Online,Auto Refi,1,0.2570590457712303,4717,0,1,0,B,0,16087.05,3217.41,0.0
67,65825.01,7,582.0,0.323,0.223,1,13057.07,36,17.09,Online,Personal Loan,0,0.5005998154636707,17169,0,0,0,B,0,0.0,1566.8483999999999,0.0
56,72618.73,4,603.0,0.374,0.287,0,28732.94,60,11.64,Partner,Personal Loan,0,0.3764952010410725,5027,0,0,0,B,0,0.0,3447.9527999999996,0.0
41,63384.97,13,723.0,0.511,0.207,1,16253.3,36,5.73,Branch,Personal Loan,1,0.1972284652064828,2416,0,0,0,B,0,9751.98,1950.3959999999997,0.0
53,84824.44,3,637.0,0.222,0.562,0,6802.9,36,8.07,Branch,Personal Loan,1,0.2928402193485522,18178,0,0,0,B,0,4081.74,816.348,0.0
61,52735.11,10,707.0,0.437,0.416,0,23657.01,36,5.0,Online,Personal Loan,0,0.1663390028062076,8697,0,0,1,B,1,0.0,2838.8412,2838.8412
24,42219.39,4,713.0,0.222,0.49,0,17815.26,36,5.0,Branch,Personal Loan,0,0.1392704692910053,5226,0,1,1,A,1,0.0,2137.8311999999996,2137.8311999999996
68,69358.94,17,677.0,0.441,0.244,2,15855.13,36,13.66,Branch,Personal Loan,0,0.3925001691665752,1731,0,0,0,A,0,0.0,1902.6155999999999,0.0
67,88053.46,10,800.0,0.3,0.789,0,24358.6,36,5.0,Online,Auto Refi,0,0.0722696068128357,9651,0,1,1,B,1,0.0,2923.0319999999997,2923.0319999999997
32,27042.56,3,712.0,0.338,0.102,0,19552.46,60,5.0,Online,Personal Loan,0,0.1175645477267933,6226,0,1,1,A,1,0.0,2346.2952,2346.2952
28,33797.79,20,640.0,0.25,0.407,0,21381.85,36,6.85,Online,Debt Consolidation,0,0.2252047877687353,107,0,1,0,A,1,0.0,2565.8219999999997,2565.8219999999997
57,55356.13,20,815.0,0.526,0.436,0,2000.0,36,5.0,Online,Auto Refi,0,0.1016765598254091,10096,0,0,1,A,0,0.0,240.0,0.0
46,28906.15,2,678.0,0.346,0.727,0,6527.24,36,7.91,Branch,Auto Refi,0,0.2635667102966285,5308,0,1,0,B,0,0.0,783.2687999999999,0.0
31,37395.06,2,747.0,0.353,0.296,0,21061.94,36,5.0,Branch,Personal Loan,0,0.09848270852708,16730,0,1,1,B,1,0.0,2527.4327999999996,2527.4327999999996
26,54282.25,0,677.0,0.372,0.579,1,11552.95,60,11.28,Partner,Personal Loan,1,0.3544961665975675,14878,0,1,0,A,1,6931.77,1386.354,-5545.416
30,52334.03,24,728.0,0.346,0.0,1,19555.25,36,5.0,Partner,Debt Consolidation,0,0.1405650166795999,19015,0,1,1,B,1,0.0,2346.63,2346.63
39,69583.08,17,623.0,0.589,0.579,1,16622.42,60,22.19,Online,Debt Consolidation,1,0.7025659917075303,14942,0,0,0,A,0,9973.452,1994.6903999999997,0.0
25,72072.4,11,618.0,0.14,0.586,0,22703.79,36,8.75,Online,Debt Consolidation,1,0.2728846515448855,6939,0,0,0,A,0,13622.274,2724.4548,0.0
33,65549.17,11,732.0,0.417,0.67,0,15349.45,60,5.0,Online,Auto Refi,0,0.1044989079882074,15197,0,0,1,A,0,0.0,1841.934,0.0
54,54158.56,22,700.0,0.365,0.304,0,18280.79,60,5.0,Partner,Auto Refi,0,0.1619427457820511,981,0,1,1,A,1,0.0,2193.6948,2193.6948
68,56237.3,15,738.0,0.352,0.353,0,26559.28,60,5.0,Online,Personal Loan,0,0.09001189054507,4908,0,1,1,B,1,0.0,3187.1135999999997,3187.1135999999997
51,98291.73,12,696.0,0.35,0.232,1,10281.15,36,19.12,Branch,Personal Loan,0,0.5581800050286729,14900,1,0,0,B,0,0.0,1233.7379999999998,0.0
28,54144.06,10,747.0,0.335,0.571,1,33732.78,60,5.0,Branch,Personal Loan,0,0.1550159527970412,10512,0,1,1,B,1,0.0,4047.9336,4047.9336
34,69219.23,4,703.0,0.2,0.928,0,19449.27,36,5.23,Branch,Personal Loan,0,0.3693496437683778,6294,0,1,0,A,1,0.0,2333.9124,2333.9124
41,82462.15,1,637.0,0.195,0.591,0,21159.14,60,7.89,Partner,Debt Consolidation,0,0.2729615905341065,14826,0,0,0,B,0,0.0,2539.0968,0.0
55,23352.68,9,773.0,0.371,0.401,0,20051.31,60,5.0,Online,Auto Refi,1,0.087725256410937,5742,0,1,1,A,1,12030.786,2406.1572,-9624.6288
56,105374.71,10,732.0,0.337,0.31,0,11752.86,36,5.0,Online,Personal Loan,0,0.0964145365001251,17609,0,1,1,B,1,0.0,1410.3432,1410.3432
60,76399.38,7,674.0,0.216,0.364,0,25021.28,60,5.0,Branch,Debt Consolidation,1,0.149215139311899,15831,0,1,1,A,1,15012.767999999998,3002.5535999999997,-12010.214399999999
67,37496.67,6,653.0,0.465,0.568,0,22148.05,36,11.03,Online,Debt Consolidation,0,0.366364148287516,4953,0,0,0,A,0,0.0,2657.7659999999996,0.0
28,63271.13,24,716.0,0.389,0.274,1,17714.64,36,5.08,Partner,Personal Loan,0,0.1792978095111448,1320,0,1,1,A,1,0.0,2125.7567999999997,2125.7567999999997
51,85923.12,7,576.0,0.43,0.278,1,8662.0,60,20.8,Partner,Personal Loan,1,0.5882984656426353,784,0,0,0,B,0,5197.2,1039.44,0.0
58,37870.95,18,738.0,0.422,0.494,2,24634.73,60,9.25,Branch,Auto Refi,0,0.3584756690117773,5757,0,0,0,B,0,0.0,2956.1675999999998,0.0
23,69573.12,22,638.0,0.37,0.473,0,9321.98,60,9.84,Partner,Auto Refi,1,0.2929396572543546,7997,0,0,0,B,0,5593.187999999999,1118.6375999999998,0.0
24,82745.52,1,725.0,0.588,0.558,0,12121.39,60,6.21,Online,Personal Loan,0,0.2624103209631713,557,0,0,0,B,0,0.0,1454.5667999999998,0.0
46,46715.25,7,541.0,0.4,0.559,0,16054.74,36,22.61,Partner,Personal Loan,1,0.656329744483691,730,0,0,0,A,0,9632.844,1926.5688,0.0
62,34570.66,13,724.0,0.311,0.736,0,7461.31,36,5.0,Online,Personal Loan,0,0.1427258144217527,18505,0,1,1,B,1,0.0,895.3572,895.3572
53,86490.15,2,704.0,0.181,0.528,0,18061.18,60,5.0,Online,Auto Refi,0,0.1580954560514635,4692,0,1,1,B,1,0.0,2167.3415999999997,2167.3415999999997
48,60626.42,9,681.0,0.342,0.369,0,17435.5,36,5.0,Partner,Auto Refi,0,0.1499803140135339,3051,0,1,1,A,1,0.0,2092.2599999999998,2092.2599999999998
60,81921.95,3,748.0,0.344,0.696,0,8711.82,60,5.0,Online,Auto Refi,1,0.0935228402981438,18594,0,1,1,A,1,5227.092,1045.4184,-4181.6736
25,51566.47,22,700.0,0.191,0.668,0,8712.32,60,5.0,Branch,Auto Refi,0,0.1417955246346326,5759,0,1,1,A,1,0.0,1045.4784,1045.4784
59,66542.27,13,573.0,0.284,0.625,1,15234.92,36,22.04,Online,Personal Loan,0,0.6343493135437085,9952,0,0,0,B,0,0.0,1828.1904,0.0
63,29015.28,10,715.0,0.214,0.177,0,13102.79,36,5.0,Branch,Personal Loan,0,0.1380290211750037,14891,0,1,1,A,1,0.0,1572.3348,1572.3348
31,70434.42,4,725.0,0.215,0.415,0,7856.17,36,5.0,Branch,Personal Loan,0,0.1427029000946964,18451,0,1,1,A,1,0.0,942.7404,942.7404
60,76410.95,5,603.0,0.383,0.597,0,4668.09,36,15.44,Branch,Debt Consolidation,0,0.5207051611402344,14657,0,0,0,A,0,0.0,560.1708,0.0
45,30451.5,1,680.0,0.409,0.396,0,11137.79,36,5.87,Online,Debt Consolidation,1,0.2074149745530931,4576,0,0,0,B,0,6682.674,1336.5348000000001,0.0
64,51217.55,12,613.0,0.278,0.118,1,12848.12,36,11.32,Branch,Auto Refi,0,0.3242459927593785,8649,0,0,0,A,0,0.0,1541.7744,0.0
61,55196.68,17,721.0,0.21,0.264,1,13710.46,36,5.0,Branch,Auto Refi,0,0.1611154647339863,17832,0,1,1,B,1,0.0,1645.2551999999998,1645.2551999999998
29,49829.28,21,552.0,0.405,0.395,0,17107.29,60,19.54,Branch,Personal Loan,0,0.6096825417676677,9823,0,0,0,B,0,0.0,2052.8748,0.0
35,58474.09,2,604.0,0.263,0.35,0,12664.24,60,10.07,Online,Debt Consolidation,0,0.3181349749206429,12965,0,0,0,A,0,0.0,1519.7087999999999,0.0
34,75446.48,11,796.0,0.323,0.321,0,25529.56,36,5.0,Online,Personal Loan,0,0.0703778460177777,10794,0,1,1,A,1,0.0,3063.5472,3063.5472
46,80849.92,17,690.0,0.403,0.295,0,13345.73,36,5.0,Online,Personal Loan,0,0.1570062714044851,7820,0,0,1,B,1,0.0,1601.4876,1601.4876
52,61685.16,7,775.0,0.417,0.404,0,12069.92,36,5.0,Online,Personal Loan,0,0.0876534842839252,17056,0,0,1,A,0,0.0,1448.3904,0.0
51,42530.89,10,680.0,0.273,0.421,0,6683.12,60,5.0,Online,Auto Refi,1,0.1683169931628991,19060,0,1,1,A,1,4009.872,801.9744,-3207.8976
57,62839.42,9,602.0,0.474,0.202,0,16160.49,36,12.92,Branch,Debt Consolidation,1,0.4090969953122911,9363,0,0,0,B,0,9696.294,1939.2587999999998,0.0
22,20000.0,15,676.0,0.302,0.157,0,22325.97,36,5.0,Online,Personal Loan,0,0.1422886216432243,5901,0,1,1,B,1,0.0,2679.1164,2679.1164
64,83466.21,3,792.0,0.256,0.354,0,13743.12,36,5.0,Online,Personal Loan,0,0.0657915253273212,18820,0,1,1,A,1,0.0,1649.1744,1649.1744
41,52790.19,4,681.0,0.176,0.595,1,20269.26,36,7.41,Online,Personal Loan,0,0.2326822262343326,13684,0,1,0,B,0,0.0,2432.3111999999996,0.0
68,61012.58,3,617.0,0.254,0.661,2,14324.21,36,21.55,Online,Personal Loan,1,0.4505498991265607,19914,0,0,0,A,0,8594.526,1718.9052,0.0
43,92202.39,20,769.0,0.328,0.558,0,7416.01,36,5.0,Branch,Auto Refi,0,0.0799287811245429,458,0,1,1,A,1,0.0,889.9212,889.9212
60,72549.9,12,668.0,0.267,0.51,2,24163.66,36,14.12,Branch,Personal Loan,0,0.4536641986027774,1193,0,0,0,A,0,0.0,2899.6392,0.0
52,75523.19,0,609.0,0.511,0.375,1,22066.4,60,19.8,Partner,Debt Consolidation,0,0.6054367714946829,8773,0,0,0,B,0,0.0,2647.9680000000003,0.0
21,35974.22,4,714.0,0.295,0.544,0,6924.95,36,5.0,Partner,Personal Loan,1,0.1382039984532724,12128,0,1,1,A,1,4154.969999999999,830.9939999999999,-3323.9759999999997
35,20000.0,23,645.0,0.158,0.51,0,14171.22,60,5.88,Online,Auto Refi,0,0.207165805561819,12988,0,1,0,A,1,0.0,1700.5464,1700.5464
49,38378.64,9,755.0,0.27,0.333,0,44589.96,60,5.0,Online,Personal Loan,0,0.0730953415808425,11764,0,1,1,A,1,0.0,5350.7952,5350.7952
42,34657.3,24,533.0,0.228,0.176,0,17569.67,36,15.32,Branch,Auto Refi,0,0.4925558449388111,474,0,0,0,B,0,0.0,2108.3603999999996,0.0
62,44642.74,5,685.0,0.292,0.789,1,11962.7,36,11.04,Partner,Personal Loan,1,0.401456516322119,6403,0,1,0,B,0,7177.62,1435.5240000000001,0.0
44,105835.78,21,668.0,0.478,0.933,2,28055.75,36,23.48,Online,Personal Loan,0,0.725261578962404,19331,0,0,0,B,0,0.0,3366.69,0.0
22,57018.5,20,695.0,0.212,0.258,1,11935.86,36,5.0,Online,Personal Loan,0,0.1514218190791605,5019,0,1,1,B,1,0.0,1432.3032,1432.3032
38,37120.62,8,630.0,0.468,0.546,0,18845.55,60,13.52,Online,Personal Loan,0,0.3844397185006613,9030,0,0,0,B,0,0.0,2261.466,0.0
56,76533.88,4,823.0,0.347,0.538,0,22273.26,60,5.0,Online,Personal Loan,0,0.0811130585566762,9704,0,1,1,A,1,0.0,2672.7911999999997,2672.7911999999997
27,67563.81,10,737.0,0.47,0.483,0,17270.65,36,5.0,Partner,Debt Consolidation,1,0.1044448721659579,9908,0,0,1,B,1,10362.390000000001,2072.478,-8289.912
67,58994.09,23,605.0,0.408,0.586,0,17790.42,36,15.54,Online,Debt Consolidation,0,0.4694782809520025,15204,0,0,0,B,0,0.0,2134.8504,0.0
45,92449.95,13,575.0,0.39,0.294,2,18809.17,36,24.92,Online,Debt Consolidation,0,0.7739408711212855,3617,0,0,0,B,0,0.0,2257.1004,0.0
56,98511.54,24,586.0,0.299,0.731,0,23934.73,60,17.18,Online,Auto Refi,0,0.6572383659239046,17826,0,0,0,A,0,0.0,2872.1675999999998,0.0
50,62979.07,22,595.0,0.245,0.143,0,17205.05,36,8.47,Branch,Personal Loan,0,0.3231545738377095,9675,0,0,0,B,0,0.0,2064.6059999999998,0.0
55,20000.0,5,756.0,0.398,0.302,1,20122.48,36,5.0,Online,Auto Refi,0,0.1367874352231764,11657,0,1,1,B,1,0.0,2414.6976,2414.6976
39,33842.01,21,785.0,0.37,0.423,1,13977.44,60,5.0,Branch,Personal Loan,0,0.1168797420367232,2957,0,1,1,A,1,0.0,1677.2928,1677.2928
40,84868.1,17,678.0,0.201,0.372,1,25869.0,36,6.13,Online,Personal Loan,1,0.2139291853519948,2493,0,1,0,B,0,15521.4,3104.2799999999997,0.0
64,66653.97,19,778.0,0.28,0.335,1,9947.22,60,5.0,Partner,Personal Loan,0,0.0971604421074698,19022,0,1,1,A,1,0.0,1193.6663999999998,1193.6663999999998
58,48469.79,24,694.0,0.231,0.54,1,4694.77,60,6.69,Branch,Auto Refi,0,0.2507084838530569,3246,0,1,0,A,1,0.0,563.3724000000001,563.3724000000001
47,62996.61,0,529.0,0.258,0.806,1,2000.0,36,25.0,Online,Personal Loan,0,0.8069668773666479,11951,0,0,0,A,0,0.0,240.0,0.0
