age,income,employment_length_years,credit_score,dti,utilization,num_delinquencies_12m,loan_amount,term_months,interest_rate,channel,product_type,default_12m,pd_model,applicant_id
34,76657.66,18,676.0,0.303,0.294,0,25362.23,36,5.0,Branch,Auto Refi,0,0.1471008461887825,14904
24,96454.92,9,628.0,0.201,0.341,0,20678.74,36,6.55,Online,Auto Refi,0,0.23776775199775882,850
38,57254.01,23,738.0,0.285,0.571,1,7851.1,36,5.0,Branch,Personal Loan,0,0.14378188588162374,18225
31,71851.93,11,571.0,0.324,0.709,1,27390.28,36,24.03,Online,Debt Consolidation,1,0.6510621956522131,11098
39,40641.62,4,794.0,0.287,0.385,0,6461.18,36,5.0,Branch,Debt Consolidation,0,0.07684704581531135,1778
37,93837.46,11,745.0,0.275,0.727,1,12228.68,60,5.0,Partner,Personal Loan,0,0.12824792718664252,7587
48,37648.92,10,810.0,0.204,0.49,0,22618.54,60,5.0,Online,Debt Consolidation,0,0.06698760125203644,808
60,78821.55,17,656.0,0.302,0.248,2,15725.62,36,13.12,Branch,Personal Loan,0,0.42008896351132474,18043
39,20000.0,24,657.0,0.159,0.493,0,7297.6,36,5.0,Branch,Auto Refi,0,0.1741817763461325,13105
21,84044.69,9,737.0,0.178,0.189,0,28370.28,60,5.0,Online,Personal Loan,0,0.08242839207012323,19903
62,84986.4,13,528.0,0.162,0.58,1,15491.31,36,24.1,Branch,Personal Loan,1,0.6700840578632774,15614
57,57462.67,6,772.0,0.302,0.506,0,13880.95,60,5.0,Online,Personal Loan,0,0.07982020154699776,1338
41,80999.55,24,663.0,0.304,0.315,0,25553.99,36,5.06,Branch,Personal Loan,1,0.16234512661045233,1218
35,49492.88,22,678.0,0.233,0.337,0,11273.49,36,5.0,Online,Auto Refi,0,0.15176102218432644,19873
41,90546.03,12,697.0,0.321,0.67,0,17335.87,36,5.37,Partner,Auto Refi,0,0.15313237110657485,2251
48,51073.34,2,669.0,0.335,0.107,0,19796.97,60,5.0,Online,Debt Consolidation,1,0.15504573763296822,16020
38,29693.79,24,665.0,0.156,0.563,0,22691.63,60,5.0,Online,Auto Refi,0,0.16904659981107983,2417
42,33702.5,3,791.0,0.387,0.621,1,21263.9,36,5.0,Online,Personal Loan,0,0.10252291534191987,5718
53,81940.15,4,662.0,0.122,0.419,1,2782.28,60,6.65,Online,Personal Loan,1,0.1894621866255697,6167
33,53902.81,19,692.0,0.279,0.766,0,17005.65,60,5.94,Online,Personal Loan,1,0.18782438368793272,11280
41,102624.98,23,580.0,0.414,0.633,1,18102.79,36,23.98,Online,Personal Loan,0,0.6362282743886791,15518
50,81278.71,15,729.0,0.298,0.403,1,14802.56,60,5.0,Branch,Personal Loan,0,0.16519755328624677,18857
47,74911.41,19,802.0,0.217,0.135,0,19915.71,60,5.0,Partner,Personal Loan,0,0.0681145340898931,9714
38,67097.73,5,548.0,0.342,0.668,0,19270.53,36,21.83,Online,Personal Loan,0,0.5997207459690725,12682
60,87328.49,16,589.0,0.653,0.355,1,6346.93,60,24.79,Online,Personal Loan,1,0.7892182135369404,13296
69,66405.21,2,719.0,0.346,0.48,1,11937.31,60,5.83,Partner,Personal Loan,0,0.19582331776285067,3498
47,25007.99,24,695.0,0.414,0.31,1,9591.49,36,7.49,Online,Auto Refi,0,0.25186848831050684,6511
50,93216.53,1,623.0,0.368,0.589,0,27420.15,36,12.72,Online,Debt Consolidation,0,0.4188328359196155,1913
28,78566.11,14,746.0,0.089,0.444,0,20140.96,36,5.0,Online,Personal Loan,0,0.08418970021012062,3817
57,56792.07,16,806.0,0.354,0.483,0,3232.7,60,5.0,Partner,Auto Refi,0,0.063432574405811,3704
63,89790.91,12,736.0,0.335,0.388,0,22269.59,60,5.0,Online,Personal Loan,0,0.10368462484437994,19668
56,64542.76,14,712.0,0.589,0.428,0,7477.21,60,6.24,Online,Auto Refi,0,0.26953817490627113,2581
23,59484.75,20,678.0,0.31,0.221,0,11824.27,36,5.0,Partner,Auto Refi,0,0.14689503371307155,4331
44,43251.16,23,765.0,0.22,0.544,0,9605.01,36,7.63,Online,Debt Consolidation,0,0.1902740055601801,15494
64,106229.77,23,652.0,0.326,0.392,1,25065.26,60,11.03,Branch,Auto Refi,1,0.3285625405257777,12827
24,73184.99,12,607.0,0.05,0.496,1,17175.3,36,11.54,Online,Personal Loan,0,0.3372686352148515,9921
56,84185.48,6,685.0,0.523,0.193,0,4327.28,36,5.5,Online,Debt Consolidation,1,0.23885843232727427,2064
46,98551.32,13,725.0,0.556,0.681,0,9828.02,36,6.78,Branch,Personal Loan,0,0.2220253822247736,12847
43,57889.02,18,606.0,0.162,0.576,0,13417.49,36,10.21,Branch,Auto Refi,1,0.3430261022193332,10817
40,47623.26,8,662.0,0.298,0.219,1,20437.4,60,7.77,Online,Personal Loan,0,0.2620531836216382,11535
68,62230.71,20,697.0,0.063,0.315,0,11713.82,60,5.0,Online,Auto Refi,1,0.13170758881578495,3492
28,70369.54,2,818.0,0.312,0.593,0,11994.95,36,5.0,Online,Auto Refi,0,0.07319872580845754,16711
36,65058.01,24,609.0,0.171,0.696,0,22509.54,60,11.39,Online,Personal Loan,1,0.36720496037301825,9951
23,43958.19,24,599.0,0.431,0.456,0,19053.98,36,15.31,Online,Auto Refi,0,0.4927558749132006,14241
43,86734.85,13,656.0,0.314,0.015,0,22348.5,36,5.0,Online,Personal Loan,0,0.12732795210341671,7221
59,109272.22,1,765.0,0.428,0.396,0,25712.88,36,5.0,Branch,Personal Loan,0,0.08284621675202995,10354
60,43980.19,21,689.0,0.285,0.262,0,19556.08,36,5.0,Branch,Debt Consolidation,0,0.15316587005253438,1269
44,50633.5,20,685.0,0.543,0.153,0,10838.72,60,5.45,Online,Auto Refi,0,0.2693594979551251,11329
61,81599.58,7,658.0,0.193,0.481,0,13923.07,60,5.15,Online,Debt Consolidation,0,0.17027427403389614,9139
33,71156.11,5,623.0,0.117,0.674,0,8362.23,36,8.68,Partner,Personal Loan,0,0.27737369431026887,17265
42,67141.16,24,723.0,0.261,0.36,0,15193.78,36,5.0,Online,Personal Loan,0,0.1372800500439185,8345
34,37021.85,18,724.0,0.37,0.581,1,12101.32,60,20.46,Online,Debt Consolidation,0,0.5239875930358985,15958
22,55352.53,5,603.0,0.616,0.616,0,15775.13,60,20.73,Partner,Personal Loan,1,0.6154777762814322,19972
33,67675.68,16,603.0,0.439,0.461,0,9186.63,36,15.09,Branch,Personal Loan,1,0.4530913438839823,9156
42,51238.18,15,639.0,0.135,0.0,0,9845.05,60,5.0,Branch,Auto Refi,0,0.1294108935887542,11116
43,29925.2,16,641.0,0.22,0.417,0,26154.94,60,6.39,Partner,Personal Loan,0,0.24392216102856684,14750
44,64867.81,8,650.0,0.05,0.222,0,16142.44,60,5.0,Online,Auto Refi,0,0.13020042538423007,14499
57,81640.82,18,564.0,0.48,0.408,1,8913.82,60,24.59,Branch,Debt Consolidation,1,0.6409844599975157,11785
24,95450.66,23,830.0,0.248,0.082,0,6729.89,60,5.0,Online,Auto Refi,0,0.0668992923700845,18173
36,52860.86,9,723.0,0.316,0.367,1,12854.66,60,5.0,Online,Auto Refi,0,0.15594013450287755,9825
60,66784.18,20,618.0,0.187,0.362,0,18851.89,60,7.39,Branch,Debt Consolidation,1,0.22314926579682473,9455
36,60457.92,20,636.0,0.189,0.0,0,19867.0,36,5.0,Online,Auto Refi,0,0.13834459998819698,6454
66,47724.66,19,590.0,0.308,0.638,0,22329.59,60,15.88,Online,Debt Consolidation,0,0.49536294914673645,11244
49,91461.71,18,587.0,0.214,0.544,0,14455.5,36,13.09,Branch,Auto Refi,1,0.4540442927967146,1314
56,25270.38,10,735.0,0.315,0.0,0,22851.64,60,5.0,Online,Personal Loan,0,0.0754644418648846,3994
40,63345.27,14,640.0,0.392,0.673,0,14815.29,36,12.23,Online,Auto Refi,1,0.3927284973752551,3418
42,88626.34,3,738.0,0.461,0.55,0,26398.19,36,5.0,Online,Personal Loan,0,0.0994600418920246,19647
23,46283.22,6,773.0,0.452,0.703,0,18352.62,60,5.0,Branch,Personal Loan,0,0.07670679976469615,6282
57,73494.61,5,576.0,0.36,0.406,0,6001.16,60,15.87,Online,Personal Loan,0,0.46526342216601557,16110
64,51591.27,11,683.0,0.39,0.305,0,14208.0,60,5.0,Online,Personal Loan,1,0.15638161099039666,14110
52,53473.98,12,675.0,0.523,0.454,0,20796.01,60,8.72,Online,Personal Loan,1,0.3437279776433628,14277
61,86590.36,8,662.0,0.207,0.135,0,10476.42,36,5.0,Online,Debt Consolidation,0,0.15481643001738205,4218
26,47460.86,2,654.0,0.185,0.463,0,18009.49,36,5.21,Online,Debt Consolidation,0,0.17966951448808482,8516
57,72101.13,13,766.0,0.239,0.299,0,11741.17,60,5.0,Partner,Personal Loan,0,0.07651215751743774,14558
58,61165.76,6,605.0,0.307,0.736,0,31031.59,36,15.21,Partner,Personal Loan,1,0.582670375552346,2668
32,75514.51,4,790.0,0.366,0.435,0,3456.71,60,5.0,Partner,Personal Loan,1,0.07230639029263254,1868
24,75382.98,10,714.0,0.318,0.389,1,33866.61,36,5.06,Online,Personal Loan,0,0.18218840610909703,11247
43,72503.52,24,708.0,0.486,0.64,1,10398.79,60,10.84,Online,Personal Loan,0,0.3448845223115827,4438
26,87289.45,2,688.0,0.489,0.635,0,24289.09,60,22.83,Online,Auto Refi,1,0.6475986876128947,891
41,34360.3,14,664.0,0.38,0.437,1,13546.06,36,11.33,Online,Personal Loan,0,0.36719599158194116,3762
48,71121.59,9,704.0,0.213,0.558,0,12062.69,60,5.0,Online,Personal Loan,0,0.1500773355727209,6720
37,44204.71,9,751.0,0.356,0.309,0,13338.07,36,5.0,Branch,Auto Refi,0,0.09271317132182386,15050
43,95870.26,22,659.0,0.481,0.349,1,14889.46,36,12.9,Online,Debt Consolidation,1,0.4325048269404198,10654
30,60580.53,11,591.0,0.391,0.675,1,16825.45,60,22.85,Branch,Personal Loan,1,0.6433740853606423,2268
41,42394.53,20,708.0,0.322,0.466,0,15224.05,36,5.0,Branch,Auto Refi,0,0.13566397303128402,18772
67,77422.03,3,745.0,0.55,0.51,1,13573.79,36,7.07,Online,Auto Refi,0,0.25979409218102156,6309
43,44377.46,1,639.0,0.326,0.34,0,12183.06,36,7.62,Online,Personal Loan,1,0.22547477004915747,14583
49,71256.09,15,791.0,0.27,0.689,0,9630.81,36,5.0,Branch,Auto Refi,0,0.07407196081452942,9975
46,85057.46,4,774.0,0.055,0.597,0,14304.82,36,5.0,Branch,Personal Loan,0,0.0733689016260266,10899
66,64045.13,3,612.0,0.261,0.625,1,17599.35,36,17.06,Branch,Personal Loan,0,0.5191431923737665,5356
40,77082.96,21,816.0,0.425,0.509,1,7306.45,36,5.0,Online,Personal Loan,0,0.09975727598089631,18270
40,69317.03,13,687.0,0.246,0.211,0,14846.05,36,5.0,Online,Debt Consolidation,0,0.14861072253959082,5315
21,84240.15,15,800.0,0.352,0.485,0,13233.16,60,5.0,Partner,Auto Refi,0,0.07782414275225753,7660
59,58216.45,18,604.0,0.343,0.438,0,12260.25,36,12.58,Online,Personal Loan,1,0.414769781131238,9893
57,95930.76,3,615.0,0.481,0.676,0,14003.5,60,17.12,Branch,Personal Loan,0,0.5130664132391168,13621
47,60447.56,11,635.0,0.156,0.636,0,12657.64,60,7.88,Online,Personal Loan,0,0.2844740460208755,12213
39,43335.21,15,629.0,0.242,0.767,2,25289.19,36,21.23,Online,Personal Loan,0,0.6476224167322541,11013
49,78327.94,20,711.0,0.353,0.805,0,20389.1,36,5.81,Online,Personal Loan,1,0.19911623607036716,14541
50,32176.39,4,637.0,0.162,0.544,0,17998.02,36,6.91,Online,Debt Consolidation,0,0.2604552626642608,342
23,56049.68,19,783.0,0.192,0.496,0,23767.8,36,5.0,Online,Personal Loan,1,0.07425461238643684,11675
27,45505.88,20,761.0,0.301,0.843,0,6368.41,60,5.0,Online,Personal Loan,0,0.07899729088200126,8451
29,57343.49,1,579.0,0.339,0.636,0,8375.38,36,17.86,Online,Debt Consolidation,0,0.5497237721157683,3512
63,76672.68,19,626.0,0.268,0.18,0,4705.01,60,6.39,Branch,Debt Consolidation,0,0.23126796293073915,11341
28,89627.05,13,623.0,0.181,0.352,0,13570.51,60,6.77,Partner,Debt Consolidation,0,0.22548447713544698,2007
35,64095.11,9,830.0,0.453,0.292,0,16115.52,60,5.0,Online,Debt Consolidation,0,0.039149160431698325,10307
22,61905.63,24,710.0,0.182,0.497,0,3523.98,60,5.0,Online,Debt Consolidation,0,0.12590708762499714,17260
46,80852.99,1,667.0,0.415,0.626,1,13971.7,36,13.87,Partner,Auto Refi,0,0.38990242579141704,7054
45,66758.0,9,682.0,0.082,0.547,2,22867.77,60,9.16,Online,Auto Refi,0,0.30631763905654197,3548
67,57297.92,3,642.0,0.362,0.941,1,21271.93,36,19.4,Branch,Personal Loan,0,0.6395953186193816,6102
61,39297.56,14,664.0,0.402,0.324,0,26402.01,36,6.52,Online,Debt Consolidation,0,0.2367284552172964,18704
69,50399.47,5,674.0,0.52,0.723,1,22476.8,36,16.42,Online,Personal Loan,0,0.43089527785559284,3965
43,77053.11,15,693.0,0.52,0.246,0,21796.9,60,5.22,Branch,Debt Consolidation,0,0.1856196338923163,15440
50,61249.84,21,734.0,0.299,0.335,0,21161.18,60,5.0,Branch,Personal Loan,0,0.099150012461735,19159
48,106168.88,14,621.0,0.252,0.542,0,13981.89,60,10.07,Online,Debt Consolidation,0,0.323080616924529,9495
65,49712.23,8,612.0,0.394,0.571,0,2000.0,60,14.32,Online,Personal Loan,0,0.3695315814967703,10758
26,57587.61,9,760.0,0.117,0.26,0,8713.81,60,5.0,Online,Auto Refi,0,0.06706201748968542,9819
58,31166.9,4,648.0,0.276,0.612,1,13641.9,36,12.96,Online,Debt Consolidation,1,0.4283282697473004,5305
38,65628.08,12,672.0,0.29,0.419,0,21397.87,60,5.0,Online,Debt Consolidation,0,0.15328703239054634,14850
30,105341.35,7,773.0,0.374,0.495,0,8305.35,60,5.0,Online,Personal Loan,0,0.081269533288184,15987
28,78943.74,2,555.0,0.241,0.293,0,24592.59,60,14.37,Online,Personal Loan,0,0.48218847245751184,18903
24,28152.36,19,720.0,0.235,0.252,0,19393.65,36,5.0,Online,Personal Loan,0,0.12757256374768647,10827
47,65686.9,5,830.0,0.401,0.3,0,25351.88,36,5.0,Partner,Auto Refi,0,0.04271673717364256,16129
37,71673.95,21,599.0,0.171,0.572,0,18437.16,60,11.1,Online,Personal Loan,0,0.38960997483722215,5865
51,70463.01,8,719.0,0.097,0.594,0,12950.54,36,5.0,Online,Personal Loan,0,0.12699805506437337,2753
68,48985.94,20,694.0,0.332,0.391,0,17993.9,36,5.0,Online,Personal Loan,0,0.14373311288596693,14423
53,33959.03,16,810.0,0.452,0.658,0,15695.52,36,5.0,Branch,Personal Loan,0,0.07312605893242578,740
69,84017.72,10,701.0,0.216,0.319,0,11342.08,36,5.0,Online,Auto Refi,1,0.14032447315050395,4352
36,77466.86,22,616.0,0.611,0.501,0,12166.82,36,25.0,Branch,Auto Refi,1,0.8082274121359083,8726
21,86729.83,8,612.0,0.399,0.3,0,24116.8,36,11.33,Partner,Personal Loan,1,0.4140683357295097,6899
39,63712.12,0,752.0,0.291,0.597,1,16261.62,60,15.56,Online,Personal Loan,0,0.33156258048893034,4853
21,57022.28,23,641.0,0.05,0.206,0,25808.89,36,5.0,Online,Personal Loan,1,0.1274447625431401,11607
54,57803.74,20,630.0,0.129,0.681,1,24952.86,36,12.68,Partner,Auto Refi,0,0.42663842041259026,4428
37,44277.45,4,571.0,0.307,0.56,0,9019.45,60,17.11,Online,Debt Consolidation,0,0.5308824258609874,14536
42,41405.1,9,783.0,0.43,0.553,0,14776.33,36,5.0,Online,Personal Loan,0,0.08196855632110955,15620
56,53334.49,15,660.0,0.4,0.361,0,15185.45,60,21.11,Partner,Personal Loan,0,0.5750215737820179,13464
24,53707.07,8,636.0,0.05,0.1,0,2000.0,60,5.0,Branch,Auto Refi,0,0.10379533683427121,2448
52,85824.25,0,755.0,0.293,0.551,0,22641.28,36,5.0,Online,Personal Loan,0,0.08908418488187851,4155
21,54294.64,6,542.0,0.126,0.235,0,19914.64,36,12.8,Online,Personal Loan,0,0.3386715855492534,18100
34,56066.17,14,584.0,0.41,0.2,1,26777.3,60,18.53,Branch,Debt Consolidation,1,0.5593400377880955,2071
67,84831.15,11,678.0,0.152,0.351,0,10020.65,36,5.0,Online,Personal Loan,0,0.13932049585115946,14313
41,70130.67,22,677.0,0.291,0.39,2,7895.6,36,12.08,Online,Debt Consolidation,0,0.3796831963702804,16096
29,92911.04,18,650.0,0.436,0.906,1,3444.75,60,19.65,Partner,Auto Refi,0,0.690919655015877,10951
45,35056.25,23,646.0,0.133,0.485,0,19354.52,60,5.27,Partner,Debt Consolidation,0,0.16999120679496804,18622
64,93696.09,14,661.0,0.305,0.42,0,11846.36,36,6.01,Online,Personal Loan,0,0.19443298399637793,13436
62,69609.41,12,682.0,0.487,0.441,0,13100.02,60,7.27,Online,Debt Consolidation,0,0.278436354996598,13303
40,55135.12,4,773.0,0.256,0.152,0,18788.45,36,5.0,Branch,Personal Loan,0,0.07126249442004541,14374
43,50677.74,8,595.0,0.396,0.209,0,20230.83,36,12.11,Online,Debt Consolidation,0,0.37280970289988713,15005
21,47998.98,5,656.0,0.386,0.078,0,6340.89,36,5.0,Online,Auto Refi,0,0.14357219095064871,5790
52,66518.1,7,707.0,0.347,0.636,0,19916.58,36,5.0,Partner,Personal Loan,0,0.1561123816284567,882
56,88860.79,2,705.0,0.341,0.31,0,13445.99,36,5.0,Online,Personal Loan,0,0.14728122538120264,7846
48,62135.02,15,577.0,0.247,0.467,0,12189.69,60,14.06,Online,Debt Consolidation,1,0.4152176271092461,5543
68,58367.52,3,755.0,0.362,0.1,0,14734.75,36,5.0,Online,Auto Refi,0,0.07406710170207138,9502
57,80748.93,10,582.0,0.485,0.705,0,15877.28,36,21.43,Partner,Auto Refi,1,0.5769805154817551,18413
43,93576.53,5,666.0,0.302,0.492,0,13365.5,36,6.15,Branch,Debt Consolidation,0,0.2127519713630852,9842
52,67841.21,16,660.0,0.418,0.98,1,18298.65,36,19.0,Online,Personal Loan,1,0.7034365791326318,16997
65,53823.84,10,652.0,0.36,0.495,2,13820.94,36,17.76,Online,Debt Consolidation,0,0.5167112188369503,159
30,98037.91,24,625.0,0.331,0.72,0,17646.78,60,13.12,Branch,Debt Consolidation,1,0.46663263842961317,9866
38,70253.01,9,766.0,0.371,0.473,1,17313.95,36,14.14,Online,Personal Loan,1,0.2675842724650658,5259
21,79275.69,18,712.0,0.203,0.523,0,25345.49,60,12.6,Branch,Personal Loan,1,0.41764567674245995,5709
53,89957.0,17,722.0,0.423,0.621,0,23427.73,60,5.0,Online,Debt Consolidation,0,0.15590743928463374,13762
27,82205.55,8,651.0,0.375,0.316,0,14549.75,60,7.14,Online,Personal Loan,1,0.22871834764247306,3858
26,73820.25,2,629.0,0.286,0.314,1,19722.69,36,11.85,Online,Personal Loan,1,0.3662061735590494,11931
30,71779.13,22,569.0,0.278,0.621,1,25926.36,36,22.42,Branch,Personal Loan,0,0.6941089498249688,4371
58,59992.58,12,620.0,0.275,0.202,1,23806.24,60,11.37,Partner,Personal Loan,0,0.37038944508477517,15598
38,68944.53,2,734.0,0.168,0.484,0,2000.0,36,5.0,Partner,Auto Refi,0,0.10347482538847194,8168
42,60705.02,11,722.0,0.57,0.51,0,4023.6,60,5.78,Online,Personal Loan,0,0.16967503065051154,18652
45,73391.24,24,646.0,0.304,0.502,2,8828.93,36,17.33,Online,Debt Consolidation,1,0.6050244282431858,4467
30,94653.72,8,669.0,0.464,0.628,0,8262.43,60,9.99,Online,Auto Refi,0,0.2976413468885931,11804
31,52312.73,24,660.0,0.202,0.786,0,10429.89,36,7.7,Online,Debt Consolidation,0,0.2690707997192027,14106
54,58138.93,21,713.0,0.229,0.638,0,12965.12,36,5.0,Online,Personal Loan,0,0.1460282650362021,6234
48,99381.31,6,560.0,0.179,0.781,0,2000.0,36,18.34,Branch,Debt Consolidation,1,0.6126720678412726,8585
65,41125.86,8,649.0,0.367,0.788,0,5114.7,36,11.95,Partner,Debt Consolidation,0,0.39421846740492555,13997
69,39132.55,6,638.0,0.265,0.746,0,24167.85,36,10.63,Online,Auto Refi,0,0.31731184326931267,5620
61,44210.46,18,653.0,0.523,0.54,0,16611.99,36,11.99,Online,Debt Consolidation,0,0.4423214055794292,2223
31,89055.97,20,709.0,0.385,0.35,0,15130.97,36,5.0,Branch,Auto Refi,0,0.14489285486450296,5766
59,68914.0,17,620.0,0.426,0.499,0,27581.0,36,13.2,Online,Auto Refi,0,0.5210438820748317,16364
48,64338.68,18,598.0,0.36,0.73,1,13348.61,36,21.99,Online,Debt Consolidation,0,0.6597504936555993,17914
24,71656.81,19,665.0,0.369,0.521,1,14516.25,36,11.89,Online,Auto Refi,0,0.3490385943200361,8266
69,69284.39,17,668.0,0.457,0.223,0,21169.31,60,6.13,Online,Auto Refi,0,0.20676380509696302,6195
55,43731.12,19,763.0,0.284,0.602,1,10835.09,36,5.0,Branch,Auto Refi,0,0.10394894356958456,3705
25,59964.49,17,657.0,0.422,0.538,0,3348.0,60,9.51,Online,Personal Loan,0,0.2755007459438685,5244
66,97278.91,19,808.0,0.278,0.35,0,17412.6,60,5.0,Online,Personal Loan,0,0.053866029285358455,16445
65,52053.36,1,784.0,0.225,0.539,0,16697.06,36,5.0,Online,Debt Consolidation,0,0.06750413985234663,12632
29,46233.42,7,797.0,0.324,0.217,0,22413.54,60,5.0,Partner,Debt Consolidation,0,0.06949904976375278,6112
62,87902.78,24,766.0,0.399,0.69,0,2000.0,36,5.0,Partner,Auto Refi,0,0.09161104814516059,11493
54,33913.57,8,732.0,0.214,0.558,0,14225.17,36,5.0,Online,Auto Refi,0,0.11172291203436732,3750
57,49818.6,12,682.0,0.506,0.0,0,12413.65,36,5.0,Online,Debt Consolidation,0,0.15857787109485863,125
38,63844.71,20,556.0,0.313,0.58,0,8132.6,60,19.29,Partner,Debt Consolidation,0,0.5959110135830491,9560
63,62316.64,13,623.0,0.28,0.0,0,18599.34,36,5.38,Branch,Debt Consolidation,1,0.15556194823096245,13063
30,20000.0,23,676.0,0.226,0.405,0,14926.8,36,5.0,Partner,Personal Loan,0,0.16097280885432774,14756
32,55272.25,14,788.0,0.221,0.504,0,22932.28,36,5.0,Online,Auto Refi,1,0.07721768886709472,14671
62,43065.46,12,631.0,0.363,0.536,0,14803.35,36,11.05,Online,Auto Refi,1,0.37412051311653516,7033
59,72653.83,12,596.0,0.127,0.405,0,2000.0,36,8.89,Partner,Personal Loan,0,0.3347586956625656,18058
47,107398.49,23,643.0,0.482,0.657,0,7333.21,36,13.58,Online,Personal Loan,0,0.4088497378405595,13177
46,50315.35,1,752.0,0.338,0.221,0,2000.0,60,5.0,Online,Personal Loan,0,0.07077137155788694,15129
46,33452.79,14,660.0,0.524,0.252,0,12493.33,60,8.22,Online,Personal Loan,0,0.30062480297356503,1702
31,55175.52,24,626.0,0.351,0.223,0,11600.92,36,8.15,Partner,Debt Consolidation,0,0.29000370553501176,17925
36,85565.04,12,768.0,0.301,0.228,2,15163.82,36,5.0,Partner,Debt Consolidation,0,0.10666550112646299,14902
68,73425.78,23,508.0,0.214,0.524,0,17836.36,60,22.11,Online,Debt Consolidation,1,0.5816366416488656,5961
25,53522.28,13,689.0,0.306,0.433,1,12276.77,60,7.35,Online,Debt Consolidation,0,0.2295879370052436,18289
46,63338.69,23,647.0,0.144,0.641,0,24712.23,60,6.61,Online,Personal Loan,0,0.20003974335804545,3505
60,48372.48,5,593.0,0.179,0.359,2,15908.09,60,19.31,Branch,Personal Loan,1,0.6861723229677316,5747
44,63295.17,1,707.0,0.382,0.731,1,2000.0,60,9.88,Online,Personal Loan,1,0.27744141531167293,4115
34,68354.07,4,670.0,0.363,0.651,0,18623.69,36,22.46,Branch,Personal Loan,1,0.6067163993691108,6419
52,66424.86,18,663.0,0.405,0.664,0,12161.12,36,9.84,Online,Personal Loan,0,0.3136791342445376,4141
63,51518.95,23,818.0,0.288,0.351,0,2000.0,36,5.0,Online,Auto Refi,0,0.07305537810948015,11278
31,25095.07,13,730.0,0.176,0.442,1,16398.13,36,5.0,Online,Personal Loan,1,0.15837855541245577,1821
46,54853.02,7,586.0,0.377,0.475,0,2000.0,36,15.88,Online,Personal Loan,1,0.44772577994433005,18930
58,20000.0,15,701.0,0.162,0.762,0,15289.9,36,5.0,Branch,Debt Consolidation,0,0.16473287275549464,11641
65,57995.83,20,704.0,0.361,0.648,0,16211.89,60,5.26,Partner,Personal Loan,0,0.18619556093676767,6285
26,56507.51,8,604.0,0.335,0.582,0,18297.86,60,14.14,Branch,Personal Loan,0,0.43578707134363714,15223
32,51816.18,4,692.0,0.528,0.345,0,17792.54,60,6.27,Partner,Personal Loan,0,0.27437253696592934,2911
25,97370.42,16,773.0,0.431,0.039,1,13445.31,36,5.0,Online,Personal Loan,0,0.09705823091507436,18838
31,76587.51,15,661.0,0.405,0.183,0,17361.28,60,5.66,Online,Personal Loan,1,0.17152417590665714,1927
60,66856.54,19,672.0,0.214,0.49,1,19466.95,60,7.95,Online,Debt Consolidation,0,0.2769936782138921,16572
67,38861.32,20,698.0,0.389,0.458,1,3938.7,60,8.21,Branch,Personal Loan,1,0.26268832382874596,18607
67,32991.07,13,661.0,0.203,0.51,1,21422.32,36,8.94,Online,Personal Loan,0,0.2981477271147141,14794
38,114906.05,14,735.0,0.284,0.683,0,30373.83,60,5.0,Branch,Personal Loan,0,0.08766133353604862,2831
32,76670.41,3,512.0,0.05,0.085,0,13390.01,36,12.97,Online,Auto Refi,0,0.378877115242899,9660
40,59655.73,6,821.0,0.354,0.458,0,11099.37,36,5.0,Online,Debt Consolidation,0,0.08002071879643666,7181
39,81935.58,6,740.0,0.365,0.311,0,11251.57,60,5.0,Partner,Auto Refi,0,0.0971194491649544,14575
45,52212.98,16,706.0,0.197,0.034,0,17645.91,60,5.0,Online,Personal Loan,0,0.11789397742972248,2813
65,42698.07,2,663.0,0.433,0.172,0,7619.19,36,5.75,Online,Personal Loan,1,0.17379185514225773,655
43,25546.32,22,610.0,0.325,0.024,1,13485.14,36,11.57,Branch,Auto Refi,0,0.32063510358337105,8617
33,38801.59,22,770.0,0.297,0.375,0,17523.49,60,5.0,Online,Personal Loan,0,0.06775837472908207,18007
68,107510.73,5,709.0,0.289,0.933,0,31302.88,36,6.05,Partner,Debt Consolidation,0,0.170928609796941,14098
29,93325.44,13,643.0,0.342,0.298,0,9237.07,36,7.18,Online,Personal Loan,0,0.25209595296990484,9318
60,62746.8,5,640.0,0.517,0.499,0,19955.82,36,12.82,Online,Personal Loan,0,0.479066552456741,17758
51,73390.77,22,698.0,0.05,0.09,0,21581.97,36,5.0,Online,Personal Loan,0,0.1115202494714954,1917
53,79141.0,2,623.0,0.545,0.354,1,8773.04,36,18.7,Partner,Personal Loan,1,0.5789639911830836,5720
63,58360.39,14,779.0,0.201,0.339,0,16568.34,60,5.0,Branch,Personal Loan,0,0.07790347963152437,5867
45,39031.86,24,622.0,0.431,0.018,1,10157.43,60,12.35,Online,Personal Loan,1,0.5707228013737516,4118
60,88875.01,17,676.0,0.293,0.682,0,24276.85,36,6.81,Partner,Personal Loan,0,0.21525813533849916,2752
29,45121.72,20,788.0,0.154,0.738,2,10577.61,60,5.0,Partner,Debt Consolidation,1,0.10675119620675483,12036
55,22330.44,7,661.0,0.346,0.512,0,18901.52,60,7.53,Online,Auto Refi,1,0.2565038488313536,17185
50,77927.07,23,648.0,0.315,0.446,1,15600.86,36,11.85,Partner,Personal Loan,1,0.3940872733541029,994
